202431	64
52431	-172
62031	2182
1431	36327
151031	2144
50631	2163
255631	-1982
79431	-154
225431	6348
151631	1
2431	-1393
55631	1750
70831	-1079
129431	22
202631	-730
37031	-99
216831	4885
88831	-677
108031	16424
238831	666
181631	-1026
162031	1406
99631	-22090
68831	-1207
157031	-379
273031	-1712
66231	-1225
16031	-3249
169031	-1284
183831	767
154631	-2128
239431	-18868
275431	860
134431	550
48831	-3119
197231	-180
203231	540
30031	-8624
7631	4242
254831	-710
30431	-3543
164831	971
159631	-425
203431	-1082
117831	-765
32431	-2562
209831	-3226
135031	-189
153031	-346
145631	-368
115231	-721
138231	541
5231	-16327
69831	-448
141831	7547
60431	15703
132831	960
74631	-49
36431	265
114631	-1868
235631	-7402
280631	-1048
67431	-3724
198031	355
149631	2539
272031	-3314
163231	-1806
23831	-602
18031	2258
255431	-1198
270031	-1919
134631	713
4431	3068
268631	1631
89431	-1825
89631	-2342
257631	14619
49031	184
223431	190
203831	-1962
155831	2420
159031	-1334
229831	345
147431	-142
116831	-174
293031	3166
281631	-1648
147631	4570
249831	637
128831	-103
133231	-1006
50431	14978
177231	-762
43631	-1285
48631	90
56231	-829
209631	1788
258031	838
59631	-3603
1631	2027
291031	-1216
204231	-1490
57031	402
104231	1310
59831	390
23631	47984
196231	-749
287431	-1465
277631	-922
163631	613
73831	707
217031	5717
239231	-1924
213231	5113
15431	13941
195831	-1268
214431	-1848
264431	672
241431	-810
214631	-435
125431	47816
185631	336
130831	-518
143431	696
213031	-1061
204631	573
143231	-27481
167831	-834
242631	-3388
94631	-540
247631	446
144031	1610
155431	-1231
106031	-884
72231	1665
63231	-1505
297431	3276
83231	2015
114431	432
276031	-1061
79831	-966
127031	153
146831	17021
122431	-3219
235031	290
93431	14060
45431	-568
140231	637
96631	-3687
198431	-2182
276431	2815
48031	-2316
210831	669
189431	1228
180631	-2151
281031	-1494
182231	-13242
69231	-294
299831	-1054
280031	-1198
165631	-206
205231	449
55031	1579
190431	-1409
63431	6
1831	-1188
64631	1846
248431	776
100231	-1363
205431	-5218
19231	2510
110431	-2465
113031	5289
64231	3512
177831	-252
33431	-1
77431	4181
232031	-994
79031	-1176
831	1625
120031	-2035
220231	-606
227431	948
51231	-1389
45031	-1611
105831	812
260631	-2097
129631	4390
58231	4109
240431	-692
174631	429
259031	239
21231	259
95031	553
245431	-1299
113431	-5769
55831	940
36231	-951
158831	-2248
121431	-3195
99231	-1293
268831	1959
139231	1230
206031	-460
2031	-2269
20031	-1528
291431	28
242031	3838
104831	-3758
289431	-431
94031	-36
106431	71
43431	-1555
72831	6197
28831	-777
52031	-1972
144831	454
74231	1073
8431	-914
45631	-1452
180431	3458
136231	-125
287631	-220
135831	-1629
23431	621
74831	971
206631	1040
20431	329
160231	-2610
117231	-2485
93831	6563
9631	-757
263031	2876
121031	1622
293831	1450
12831	-2642
75031	-1813
278031	770
89031	1081
159231	5383
21831	-379
281431	95
207231	-2225
297231	4260
52631	-641
110031	-7487
207431	-967
231231	403
157831	-591
275831	88
107431	22325
137031	-420
107631	1565
207631	-304
285031	1950
199031	-2745
229031	-1362
173831	-2982
172231	-416
75631	1045
208631	221
173431	-1070
284831	1326
36031	4880
188631	-1052
143831	614
34431	-1850
2631	-1360
178631	-2171
284231	461
208031	-199
292831	1992
34631	-2301
22831	-899
101031	852
59031	3576
146631	571
8831	-776
36631	1499
3231	-4298
83631	-1224
29431	1285
174231	29763
90031	-1267
85431	-3387
161231	-2900
128631	-1153
8231	8822
217631	-7343
193431	-665
224031	-2803
215431	743
208231	-407
200631	76
216231	42
260031	1097
285231	1041
194031	2147
195631	-1957
166031	-2082
208431	1845
205031	89
222231	-2499
60231	-1231
159431	-236
11031	3868
17031	1833
129031	-1376
64431	-811
57631	-1782
289631	2378
20831	-4944
196031	-1584
46631	-1829
160631	-73
66031	-1010
232831	-158
182431	-8454
209031	-546
283031	3125
213631	-2945
45831	-482
251031	841
209231	81
3031	-1973
233631	-126
109431	2208
247231	2563
100031	194
273631	433
192031	-1763
118431	-3493
98831	-7788
72631	1752
118231	2743
36831	-1108
220831	2639
245831	20
142231	-267
165231	-2293
54831	-20202
210031	-114
211831	-4502
4831	3518
230231	-264
221831	-1107
164231	-252
16231	-2346
132631	-1967
210231	-669
157631	1299
175631	675
85231	256
199631	-1793
113631	1871
210631	-2464
232631	-860
3431	-3539
295431	-1190
183031	-17
265031	186
26831	628
294031	2356
48231	1657
198631	2571
290631	631
95631	-2284
135431	410
181031	-892
91431	-7840
228631	1858
211631	-426
66831	-1021
217231	-999
161431	-309
55431	-2252
15831	-616
124431	-2749
212031	-1671
33631	4981
267231	-942
70631	-625
3631	-2441
102631	-15010
54631	1747
279831	-199
38631	-173
39831	1791
212231	-2872
16631	-3689
269431	447
266631	-266
77631	714
42031	2222
225831	514
265431	-115
53831	-1779
229631	-1183
268231	-11646
88231	-1944
213431	649
4031	6360
244831	1261
83431	1207
41231	-1356
54431	-1544
60831	-3464
284431	-724
119631	718
191431	7180
42831	1951
84631	-608
156831	-769
188231	847
24431	2237
231431	158
113831	13
214031	1756
10031	1783
163431	1249
156631	-1053
197831	2958
225631	1374
223031	-2383
270231	-1337
210431	553
165831	-1779
13031	-81
34831	-1336
131831	2880
125031	1084
7431	-188
183631	2162
252831	-198
237831	-327
272631	-527
289831	76
15631	-4237
205831	-3445
238631	-1282
214831	-395
270831	452
245631	192
35431	-69
58031	1572
184231	1815
144431	537
215231	-1628
193031	-994
40231	-3478
47031	-2150
166631	-1915
53431	-1259
239831	-828
81031	261
116031	-24896
29831	-207
131231	-1371
46031	6055
247831	-336
237431	861
250831	-420
221431	2429
67231	8194
24831	-751
44631	-4142
215831	-1930
4631	-3518
188031	-495
222831	1524
44231	931
78031	1122
179631	-12932
255031	19584
186631	555
252631	-843
87231	-1106
18631	-200
258431	3836
204431	1346
126231	2237
76831	334
62431	1448
216631	2162
169631	-517
223231	-221
82431	-1372
216431	1198
173631	-7104
118631	-1366
35631	-400
255231	294
76031	1322
168431	1970
103031	-971
139431	-27457
5031	-1306
77031	2649
100631	1926
178831	1492
217431	9387
223831	1346
58631	-2416
6031	-503
288831	2091
166431	-2598
269631	-776
38031	-388
56831	-1620
237231	1354
25831	1366
192831	-1688
120831	-372
49631	-1605
112831	-1000
14031	-1310
126631	-193
190031	-1113
254631	2648
37231	-10422
6231	147
6631	-7182
262831	-608
131631	1121
134031	738
153831	651
41431	10054
158031	-2218
5431	-3238
218431	-1401
209431	-1002
186231	3335
98431	-3870
238431	-988
218631	487
128431	-808
232231	188
48431	-1521
19631	-1569
74431	129
253231	-1484
218831	-1363
195231	2472
87631	-301
236231	716
5631	-4293
37631	-2745
169431	-1734
5831	-1564
175831	-1949
219631	-2410
68431	-2159
279231	-1049
219831	-1143
290231	4364
84431	-535
42231	740
180031	-2678
82031	-1103
253631	618
105631	-4090
65031	-225
92431	6444
233231	859
261831	-3253
11631	-2143
151831	-678
137231	1570
153631	172
189031	-273
292631	300
172431	172
279031	-151
160831	-266
51031	-1889
123031	-1806
196831	-2201
244431	207
71431	22
55231	194
9431	362
292231	775
250231	-536
221031	350
264631	-907
276631	434
6431	-80
206431	-1376
631	-7284
73631	-1418
134831	-97
221631	2749
226631	1439
68031	-60
289031	9325
139831	2205
247431	935
178431	-942
248031	-1160
250631	-1149
248231	-2666
108831	1404
37831	3983
40631	-188
175031	-943
251631	1342
254031	-3799
264831	-3416
67831	752
141631	-1343
167631	-456
283631	-742
164431	-875
256031	-438
44431	1619
81831	1137
162631	-696
222431	-1477
22031	-5390
278831	-381
157231	2600
79631	-239
282431	-23
282231	-1361
247031	1754
140031	6283
6831	1015
138031	2418
179431	-661
19831	-3860
249031	194
224831	19695
128031	630
281231	1153
155231	2415
7031	2964
54231	4039
218231	-839
77231	-799
263431	-2365
275031	-1079
97031	-868
271431	2023
263631	3561
187031	461
224231	-1594
242231	310
267031	-4704
11231	990
176831	-711
243031	-1456
146231	-2136
34031	-850
271831	-600
12431	-6131
251431	-155
61031	1469
268031	-3901
225231	-316
63831	-980
198831	-716
261031	-5857
227631	632
269231	-7129
19431	-13611
270431	2455
92031	-4890
230431	465
262031	11324
141431	684
226231	-144
182631	-12614
114231	-2593
226431	-1172
274231	956
77831	343
187231	-231
211231	-9
282031	3097
229431	-3794
56031	-6545
53631	-973
174031	-728
163031	-1668
27631	421
170031	-1901
17431	6004
184031	2198
187431	-2726
155631	1230
183231	-3642
56431	-1063
226831	-1166
87031	55
277431	4968
119831	64
14831	-355
114831	255
227231	1568
207831	1282
8031	10591
234631	3248
140631	-32
107831	1743
10231	2055
136631	-1407
71831	-1078
151431	-2051
248631	-987
103431	-1995
227831	-1708
46831	335
238031	2056
228031	1947
298831	-964
106231	-1280
228231	839
277231	-798
60631	-2834
128231	-1811
67031	-1338
104431	-2097
58431	2339
226031	409
76431	4980
86431	-1197
171431	211
82631	-812
8631	-939
164631	-2363
163831	-940
275631	367
39431	-2314
56631	2674
131031	726
39231	-27
10431	-447
189231	455
94231	15505
129231	1288
9231	6537
69431	-2515
135631	-1027
167231	-619
230831	-267
273231	-694
184431	-173
25231	16887
258631	19448
90831	-379
231831	588
231031	-669
93031	-1464
231631	-478
21431	-2416
9031	-1969
115431	489
130031	374
267831	266
108431	-1117
71631	1907
144631	-2128
238231	-359
65431	-516
17231	2447
232431	668
212631	84
254231	473
38431	671
211031	697
285431	-503
192431	-15
272431	-4136
191031	-945
221231	-1578
24631	-1674
250031	2653
10831	-1530
16831	-1516
233831	716
298031	-775
260431	-1402
149031	4177
30231	1571
234031	809
284631	-4047
23031	-137
179231	627
174431	3756
198231	105
63631	532
257031	-847
96031	-1685
101431	-1026
102431	-21261
105031	-119
115031	-310
255831	12517
258231	-285
261231	-5015
14631	2451
19031	-1480
31631	-1290
32031	-913
118831	-31
138831	-980
130631	1300
139631	-2864
148831	1578
164031	-1860
167431	-3162
26031	-12044
54031	2001
72431	5292
92631	392
148431	1733
148631	3244
290831	-233
98031	-783
185231	-309
288031	-766
136431	482
146031	421
136031	949
112031	6526
108231	-2850
290031	-281
96831	5861
143631	2469
133831	1398
91831	-1671
261431	-6685
262431	-1538
112431	196
111431	742
25431	-2053
93231	-744
21031	900
137431	-1517
234431	-1081
269031	-2798
296231	-937
78231	-5170
109631	-12078
104031	-1430
272231	601
246831	-641
122631	-1312
236031	-1059
136831	-450
27831	-249
236631	-5334
83031	-318
265831	1379
177431	-231
237031	-1224
126431	-8401
259431	48
241831	1293
194231	-123
273831	-3119
286031	-649
237631	-920
184831	-2076
161031	-1237
44831	-775
252431	-1032
78831	-3759
262231	-1811
253831	-2216
262631	-522
186431	-1216
236431	-2120
58831	493
130431	5627
239031	-1318
12231	-175
257831	6719
70431	-793
252031	-780
177031	39
239631	1709
271231	-1277
96431	243
240231	1501
57831	3683
288631	-760
240631	-1355
197631	-2360
191631	-791
241031	1615
241231	-399
65231	117
71231	-200
75231	3265
140831	408
122231	-610
7231	1746
91031	446
80231	-233
11831	307
74031	-2298
191231	-873
245031	-630
208831	-652
12031	-2706
242431	-1034
26231	-1017
29031	527
293231	378
171231	-1343
47431	755
91631	92
242831	-1056
116431	191
168831	1081
127831	-572
87431	-1047
273431	1446
272831	-2162
243231	-310
297031	-1881
243431	-1667
169231	-1279
161831	-3671
23231	-346
296031	-4279
235231	-30801
200031	-973
196431	13
117031	1293
244031	-405
137831	-982
90631	-2599
123431	186
274831	-1034
152031	2103
87831	366
244631	-286
100831	-812
240831	1126
99831	-8304
245231	1432
114031	-2673
14431	-2120
288431	2506
117431	310
286431	-311
182031	5561
167031	1568
13231	-2155
99431	-739
246231	516
246431	1722
13431	-330
89831	1684
186031	-715
127231	-605
206231	-1381
41631	2951
13631	1080
150231	5824
184631	1416
51831	2156
35831	-1313
76231	-3243
97831	4795
266431	-1138
46231	-293
222631	828
29631	-1271
59431	-1613
165431	-141
98231	-1008
191831	740
274031	-2031
34231	-2938
150831	-1380
249431	-41
88631	-558
185431	-147
158231	-3290
59231	-1066
294831	-1706
179831	-1068
28231	1496
147831	-528
278231	514
251231	-332
176231	2610
102231	-19
190631	-1521
45231	1598
15031	-2213
150631	-6588
271031	-715
25631	-4530
178031	331
165031	627
294431	151
189631	4150
41031	57
106831	-5527
80431	2694
22431	-489
62631	1560
297831	237
78431	996
40831	3602
259831	1202
287231	-1956
110631	-1691
294231	-1240
67631	907
182831	-5306
224631	2458
256631	-506
101231	2696
84031	637
27431	-1907
139031	210
188431	-404
235831	-900
260831	7224
90431	3299
170431	284
105231	-628
258831	-22042
70231	565
249231	-177
89231	-1225
149831	-5227
53031	596
297631	1114
154231	-347
66431	-249
259231	-2953
26431	-1686
122831	1650
253431	-1145
181431	315
18231	-1602
17831	6800
116231	-1003
82231	-1982
33031	-9927
108631	-740
18431	1262
261631	-56
248831	-1147
92231	-677
189831	2431
201631	590
33831	-1402
18831	-1450
140431	-1125
112231	342
256831	-1324
126031	-82
145031	-1617
75431	-1042
110831	696
144231	-951
40031	-352
263231	-364
170831	-240
266831	360
263831	211
145231	-1776
257231	-35465
153431	9561
60031	122
181831	39
64831	753
166831	-798
224431	1250
187631	-1747
299031	-3109
98631	1303
84831	65
115631	-2689
200231	305
111031	-63
265631	-745
73231	-866
202231	64
133631	-87
171031	-2786
107231	-1625
267631	3018
168231	605
193231	7
154431	392
180231	1616
20631	-2018
279431	-1288
267431	-1307
243831	449
110231	915
22231	-157
268431	-2098
134231	-51
99031	413
171831	-2851
154031	8132
24031	296
175231	592
162231	-835
269831	1082
183431	6363
293631	-16
46431	-724
47631	-1941
86631	-923
199431	-466
178231	-1052
280231	-3342
162831	-2691
277831	5264
299431	966
171631	159
142031	-1226
42631	-4912
274431	-1574
174831	-1075
194431	676
227031	901
109031	1367
291231	-1989
152631	-11043
125231	-1996
197031	-26
277031	1275
295031	-53
42431	2891
235431	90
292031	-1753
86031	-4745
32831	15590
158431	645
278631	1886
81231	1458
76631	992
256431	-1845
161631	-1688
283831	-3231
111631	2582
49231	-1456
112631	3970
69631	-2312
220031	-959
281831	304
65631	-1195
35031	-481
282831	-1740
102031	-3859
141031	-5
106631	-6040
27031	-531
27231	4035
169831	1758
285831	-262
123231	-1080
264031	-3612
129831	4013
149431	-315
228831	346
286631	-201
286831	-144
157431	-778
69031	-1661
287031	105
61231	64
28031	-743
287831	-475
123831	75
86831	-1496
294631	-551
289231	-1443
291631	-639
103231	-689
203031	112
73031	-1384
125631	-603
259631	-1932
95231	3881
295231	-1101
78631	-762
298231	-1303
135231	2709
31831	-420
234831	-1628
156431	-1188
85031	514
298431	-612
299231	174
215031	-1541
172831	2337
73431	-467
230631	963
154831	81
216031	-1563
257431	784
212431	-19304
181231	406
100431	561
113231	-1095
246631	1948
276231	-491
192631	-124
137631	465
173031	2435
271631	3
172031	2353
133031	-2449
160031	-1291
80831	-3254
83831	1180
156231	1999
256231	-1798
101631	-636
95831	-8058
299631	-220
211431	850
225031	854
53231	14825
105431	879
193631	-1800
85831	452
153231	486
133431	-1922
244231	436
175431	1765
25031	1055
65831	332
47231	-124
295631	-1080
145431	-1134
148231	288
138631	164
199231	107
50031	861
94831	1500
195431	1547
62831	2856
194831	-854
103831	-4674
201031	172
173231	-107
185031	-1634
62231	-460
111231	469
195031	1549
151231	609
253031	-67
185831	-1150
280431	-1092
88431	-617
241631	1921
228431	-2500
188831	-562
118031	-748
147031	-766
186831	-802
152831	378
160431	173
177631	-386
152431	-929
249631	-1763
95431	609
170231	-35
192231	31
283231	-666
286231	-786
223631	-5877
32	10937
21032	1046
278432	658
143032	2587
31232	8242
17032	1930
165832	-767
208232	-1968
41432	4466
149632	-2511
51432	1836
158632	-4254
19432	-3513
64032	17108
243432	-3912
294832	-1588
75032	-2227
199832	-3142
4032	-80
41232	-2343
44232	-2479
62632	-6553
92432	1348
96032	3266
97632	-643
99232	-15169
112032	12380
129632	463
132032	963
171432	-2603
174232	4355
192632	-368
211232	698
212032	-2236
213432	-128
228432	76
235832	9796
54232	-241
149432	63
154032	-11651
159632	-1992
191632	-988
261032	4896
264832	2550
267432	811
272632	-2021
18032	-2085
26432	-2011
58232	5376
107232	-616
177032	681
260432	-21
280432	-1029
290032	675
297632	-931
123232	-366
129032	-266
134832	954
153632	-2118
163032	-578
264232	1278
267032	-5346
296832	1231
1032	10596
70632	-251
104032	13265
128632	-3461
153832	-1101
160632	-3248
86032	-222
74032	-1486
91832	5300
274232	608
200832	773
201432	-199
201632	521
292232	790
45632	-604
227232	640
146632	1393
286832	821
194832	-596
35832	-841
59032	-1703
162432	-906
60232	1116
147232	-3844
157032	4122
13832	-2775
41832	6362
280832	8523
156032	121
43232	-497
19032	2545
235432	4653
207032	-1246
57432	837
118432	4466
176832	-1266
151632	2584
270232	-1575
70832	468
200232	-1498
117032	-488
81632	83
111632	3283
219232	-150
216232	-367
66632	-1173
285432	-385
146432	2456
24632	441
209432	-986
279432	-343
40232	-39
221632	4792
273432	-1543
206632	46
287632	3676
278232	3324
200432	916
268232	-311
117832	1379
40832	3514
125832	-1732
255232	-3270
246832	412
140032	4447
116232	1663
128832	-870
17632	1037
30632	242
29232	-156
190232	-264
122032	-4312
47432	-185
122232	-992
78832	55
98432	-567
189232	-272
279032	-17
6032	4624
119432	851
35632	-508
26832	-994
205632	-5989
200632	-525
92832	-16139
217232	303
76232	-4356
117632	-401
124832	3246
43832	-851
193632	-1917
432	-14196
135232	-90
213232	3937
84432	453
150832	6670
117432	1626
119032	-2468
127632	2992
34432	-6600
149232	-3409
168832	-813
40432	321
7632	3343
255032	872
109832	-2286
256632	-849
289632	-1577
39832	-323
78632	-127
33632	-429
112432	-3270
201232	-645
141032	1218
184632	817
160232	5381
77032	4027
30432	462
233032	-713
220432	-694
179032	-130
270632	3065
4232	-4099
53032	2260
38832	-1859
120232	-617
109432	-102
1832	-1645
12632	2344
269232	-1600
24032	-2073
177832	-1960
242832	-405
243032	-370
56832	-1856
249832	-1823
121232	-850
152232	-549
77232	-1104
239032	-4046
121632	2660
123432	-4872
201832	-225
138232	1600
154432	-358
189632	-592
32032	-1075
223832	375
265232	2503
31032	1816
14832	2335
161032	-5126
63032	1810
224432	1591
202032	268
37632	-3101
188232	1177
32632	-5563
43432	-1098
253632	166
87832	274
273232	-1168
83032	1420
180232	-2204
202232	1420
202832	-4892
155832	-568
50632	28762
51632	-1621
10632	-1943
226232	5730
252232	-8442
299432	-1036
142832	1240
94032	77
175432	4774
231432	-618
93032	-2957
278632	4451
73232	1250
276432	228
54032	-1242
241432	-601
16432	544
20032	282
256832	6992
25832	-108
66232	540
199432	6645
217032	-704
195432	-1364
50032	1422
126032	49
55432	240
202432	1434
264032	-1847
46432	2117
203032	-621
260832	-725
43632	-1852
197032	-59
188632	2114
155032	-653
111232	5105
102232	12244
203232	-894
30032	-5430
19632	-754
185832	1386
203432	-1731
32432	-2922
1432	-933
56432	-1439
211032	-1411
23632	282
69832	112
182432	-12132
282432	-39
80632	-1108
248232	2463
267232	-962
209832	-79
163632	-4055
166032	-4002
71632	14806
203632	-149
82832	-708
165432	-318
266432	-2838
104232	3707
115832	-274
235632	-6359
67632	115
65832	1531
16032	-5957
149032	-1300
261632	-2206
266032	-864
198032	-1377
104432	667
148632	3464
268632	2325
87232	-1702
184832	3917
23432	-2218
203832	80
55632	-122
120832	-601
105832	-587
236032	-488
204032	-2853
254032	-188
281632	2413
54432	149
27832	269
11432	-3971
239232	191
209032	-238
18432	776
177232	-459
131432	-1487
241032	-992
297032	-1562
1632	-2014
284832	-668
58032	-759
156232	468
140232	373
183032	-805
132832	2907
195832	2700
107432	-806
290632	5110
3032	612
177632	-898
133832	978
185032	-1743
167232	2367
215232	2671
257832	271
68832	-2788
2632	-1864
73632	1878
102432	-648
213032	-131
109232	2947
204632	-1405
101032	946
108632	-1205
139632	6826
106832	-524
49432	-405
81232	-1486
106032	144
89232	53
252632	-39
276632	1727
86832	-305
75632	-596
83632	1369
133232	-4151
69632	-2783
186032	30
204832	-901
227032	-1507
198432	-5531
72832	1830
151032	-3662
52832	-375
150232	-5153
166632	-708
299832	248
290232	4621
222632	-4277
155632	-208
281032	3837
91032	5502
249632	-2800
96632	-1015
36032	-1978
119232	-302
112832	-2829
175032	-396
205232	2010
66832	992
137832	-2572
205432	-273
184032	-919
148432	2465
25632	-1981
113032	50936
287232	-130
207232	1564
251432	959
126832	202
50232	2826
59832	-22795
225432	-2628
184232	1066
216832	-2103
273832	535
128232	1353
288832	-494
191232	-1699
242032	-1771
82632	-1461
15432	60277
87432	-610
130032	1526
12232	1881
168432	33
2432	-3274
239832	321
38032	463
195632	2493
141432	-855
51232	-951
116832	254
189432	-60
181432	4431
278032	15
206032	-9660
55832	916
2032	738
285632	3135
41632	12581
289432	-4831
159232	2674
44032	3591
8432	-2608
278832	-733
146232	1346
276032	-2756
86232	1193
273632	-407
195032	1093
61232	1466
67032	-939
2232	-317
15032	6202
132232	-1077
194232	-1201
74832	-721
18832	-2366
20432	1163
75432	1152
196032	-1600
143632	1221
106432	-428
99432	17907
257232	-70
12832	3522
206832	-208
70032	3081
21832	1416
144032	1952
221032	1539
182832	-3713
276832	6034
36632	-1850
207432	936
139032	430
69232	-1024
220032	-3017
68032	-1652
275832	-738
147832	1143
250032	1139
231232	237
198832	1133
58432	395
250832	-1349
223432	4184
105032	108
281832	2584
249032	1697
158232	-2867
98032	-7800
271432	4041
64632	980
207632	557
21432	-287
175232	-3090
212832	-613
22632	336
148232	2631
167432	-645
187032	-1892
218432	-2243
43032	986
4832	2790
225632	-350
200032	1782
147632	5758
47232	-9
34632	-447
294432	-459
208032	975
60632	256
51032	-231
50432	-877
127232	-982
170032	-1841
29432	-1209
137632	931
79632	-1792
82232	-2274
228032	-2046
85832	-1627
193432	-4161
288632	984
215432	-1788
23032	43
33832	-77
22232	-1877
237832	6194
208432	233
182632	2706
2832	-2597
222232	-2810
239432	-22186
132432	-680
47632	-1916
21232	-1168
11032	-2978
83232	5632
222832	74
108032	-3896
113832	-4059
197632	-1315
189032	187
162832	-568
192232	-1983
277832	-1604
294032	-568
66032	-796
260232	-1331
71232	-867
251832	274
13032	-307
173432	-1703
158032	88
236832	-1804
5632	1287
20832	-720
156632	122
209232	920
186432	3233
84832	22696
10232	959
243232	1520
144232	2376
90432	3177
102032	4259
209632	-727
165232	-3047
164232	1197
210032	1450
243632	206
142232	-537
132632	407
136832	822
3232	-57
42432	-1333
175632	-1395
188832	-910
145032	-5985
112632	-214
104832	-299
210432	-247
92232	-20340
29832	-1146
215832	-271
150632	-16795
7432	-2213
214632	-547
190032	1026
196832	-844
210632	582
254432	-9
89432	-98
3432	-654
244832	5197
76032	445
65232	-841
161232	4618
58832	-1174
210832	-303
16632	2276
167032	-778
7232	-1231
27432	1307
211432	1358
121832	924
91432	-2317
123032	-2728
211632	-1657
632	-1838
273032	-42
30232	32014
88832	-729
9832	-1909
12432	1354
176432	2147
194632	255
164032	2661
14232	-12
292432	1811
15632	-2564
69432	759
5032	-11696
3632	-3112
279832	762
178832	355
154632	-3747
212232	-823
54632	-1033
67232	-1459
187632	464
87032	347
90032	-656
96232	1517
119832	-3477
207832	1748
215032	10765
262632	-32559
287032	-389
3832	-2544
288032	-319
88232	-820
245432	-2290
136632	8215
185232	-2810
262232	-56
42832	-1812
34832	-1093
213632	-2018
23232	-2585
239632	95
56032	-1352
147032	780
94832	2217
281232	-831
75232	3319
84632	46
213832	-1963
17232	2224
178632	-2625
214032	-891
110632	-15
205832	3160
118232	-136
130832	4556
17832	-2031
38432	3232
269032	-1966
171032	-1886
44632	192
10032	442
260632	-293
55032	2025
9632	714
130232	2757
34032	-306
41032	1872
57032	-1066
13232	1498
280232	-2031
214832	-628
35432	-681
265432	379
115632	-261
164432	-374
275632	-1134
35032	-1357
156432	267
37032	-1494
134032	-588
298232	-1526
217432	1617
4432	-4104
219432	-929
81032	-1112
116032	99
65032	1939
296632	63
183632	1252
235032	195
221432	-523
101432	211
215632	132
81832	-1822
21632	-1081
56232	373
157432	148
98832	-23
82032	242
55232	-1213
4632	-2850
223032	-192
125032	-2800
45432	-1322
127032	311
62432	-3661
119632	-3956
158832	4428
186632	517
133632	-813
218632	-31
124632	606
23832	1100
179232	-305
63632	-847
82432	-685
216432	-347
173632	-9090
269432	2512
18232	-11
68432	-427
157832	2195
216632	-940
33032	-9979
196232	480
31432	-2045
161432	1140
139432	-6475
100632	-3641
113432	1075
174632	525
280032	290
74232	-981
247032	5123
80832	1513
38232	1348
53632	3223
73032	-2653
166432	-4632
252832	-434
163232	1219
29032	271
5232	-363
10832	-2363
118632	1981
234232	30
179832	-1906
208632	-682
217632	-774
232	54
277432	2873
245832	-205
13632	-3755
163432	-2183
120432	-154
185432	-2222
126632	-619
217832	194
62232	-1300
259432	2809
6232	-1988
92032	-5349
218032	-973
11232	-1772
171232	-120
251232	-945
5432	-2022
63232	-651
45032	601
39032	199
186232	549
98632	-2935
832	1221
48432	-16
5832	6329
172432	3982
218832	195
130432	-2258
59432	-843
33232	-411
